txt_index,hf_index,match_method,match_score,txt_source_sha256,hf_source_sha256
14,477,exact,1.0,572cd69adfc09db8c932ab387d40ca4a9749b1f7780d230ddd876552dc7d0108,572cd69adfc09db8c932ab387d40ca4a9749b1f7780d230ddd876552dc7d0108
15,588,exact,1.0,8d63ac269f98aca9b93c0a550cca4593d1a7f37682d23bddcb944184669391a0,8d63ac269f98aca9b93c0a550cca4593d1a7f37682d23bddcb944184669391a0
16,287,exact,1.0,d83a0cdaf633ccfc979ac1ea9811eb297576e42daa6f8426c052a1a6802902fe,d83a0cdaf633ccfc979ac1ea9811eb297576e42daa6f8426c052a1a6802902fe
17,161,exact,1.0,2eccb57ddc1f6c8e2592d893ad0c0e18d8ca8b8c37bfc92ca7399e76caff9391,2eccb57ddc1f6c8e2592d893ad0c0e18d8ca8b8c37bfc92ca7399e76caff9391
18,539,exact,1.0,ca1d173dea54dd00a511d4d3ae14e908b6df8609184f05ae0a6bce60738be68e,ca1d173dea54dd00a511d4d3ae14e908b6df8609184f05ae0a6bce60738be68e
19,489,exact,1.0,07eaedb91de6ed9375a716c19e0cac6c2701232e3b9fd850c13fb3faaabbd9b7,07eaedb91de6ed9375a716c19e0cac6c2701232e3b9fd850c13fb3faaabbd9b7
20,238,exact,1.0,3b845e90347118b67eb6acb0af79ef679571158e80671fda7b71f86e44ea9c01,3b845e90347118b67eb6acb0af79ef679571158e80671fda7b71f86e44ea9c01
21,272,exact,1.0,9021961391eeb29e1cf47df976078deb77f0bd447477c2c50e3c5434f34dabba,9021961391eeb29e1cf47df976078deb77f0bd447477c2c50e3c5434f34dabba
22,68,exact,1.0,67271bb84609f6674ea33dc52d592477edef4dd2f7304bbf1582863eee6cbe9c,67271bb84609f6674ea33dc52d592477edef4dd2f7304bbf1582863eee6cbe9c
23,251,exact,1.0,a8828b1d752b239b43d2fc0460f0857502315690a573824975cc59bdf11731e5,a8828b1d752b239b43d2fc0460f0857502315690a573824975cc59bdf11731e5
24,53,exact,1.0,d34b82d33528ee4f29f38990abb5bfb143cf7a04d491c503806b9ad438d057d0,d34b82d33528ee4f29f38990abb5bfb143cf7a04d491c503806b9ad438d057d0
25,252,exact,1.0,c175111f0c15ecd927aa41c0b6ed4471803d0a14f16c0473638d91836c199f59,c175111f0c15ecd927aa41c0b6ed4471803d0a14f16c0473638d91836c199f59
26,461,exact,1.0,cef118d5ca06e5b4d18c4e18888667216cd24f97b8716e84a2da099c68dc8bb4,cef118d5ca06e5b4d18c4e18888667216cd24f97b8716e84a2da099c68dc8bb4
27,275,exact,1.0,3626a5d72d8814e42f89d5a77ced282b125e4a4cd26eb01e8abba7677445d454,3626a5d72d8814e42f89d5a77ced282b125e4a4cd26eb01e8abba7677445d454
28,389,exact,1.0,e3c3ed95fa9c6107d2e28d8a585fa5eb2cfcd1cc9f67550e93bb4efb3ca611b5,e3c3ed95fa9c6107d2e28d8a585fa5eb2cfcd1cc9f67550e93bb4efb3ca611b5
29,248,exact,1.0,2fc901690dcab9cc49e97c60f1e384f30c4349feedd8151209240776f062b08a,2fc901690dcab9cc49e97c60f1e384f30c4349feedd8151209240776f062b08a
30,382,exact,1.0,d64e7aa738dd5d931391513d4c05f095d7e0e3b1acf51c869ccc6282e77b1e7d,d64e7aa738dd5d931391513d4c05f095d7e0e3b1acf51c869ccc6282e77b1e7d
31,57,exact,1.0,5b6fecb413213247804d74e75cf2eb335191cd2a7271e968af5c17b3082af315,5b6fecb413213247804d74e75cf2eb335191cd2a7271e968af5c17b3082af315
32,542,exact,1.0,5750fe9f5d6a465a3ffb389c6df6e0886e7edc785da723e2a12f05a90b9270a7,5750fe9f5d6a465a3ffb389c6df6e0886e7edc785da723e2a12f05a90b9270a7
33,257,exact,1.0,204dd6e630145993a0798fc4012da439a05ab718a7ea6aded12fb1c81d62c750,204dd6e630145993a0798fc4012da439a05ab718a7ea6aded12fb1c81d62c750
34,318,exact,1.0,905ac4619dc167187c3d4871dd6463383772b17c1de8dd703ee390edefaeb96c,905ac4619dc167187c3d4871dd6463383772b17c1de8dd703ee390edefaeb96c
35,235,exact,1.0,2fa45d851f4055c23f8815509d72b4f5471b870e31cb9cb662f022a6611ff5db,2fa45d851f4055c23f8815509d72b4f5471b870e31cb9cb662f022a6611ff5db
36,98,exact,1.0,d84785da1f35b3cfb8c0e7dea5f5cf2d75df57f67bad857fedce60a731184749,d84785da1f35b3cfb8c0e7dea5f5cf2d75df57f67bad857fedce60a731184749
37,451,exact,1.0,1557c3598f43e21a4f276a6d6d1257c0878fdad4b030a910109ca9ba2c2e8b66,1557c3598f43e21a4f276a6d6d1257c0878fdad4b030a910109ca9ba2c2e8b66
38,386,exact,1.0,5dca3315105ea37872750e768f5408827232c94f5d8defd86e5bea5ccaa70618,5dca3315105ea37872750e768f5408827232c94f5d8defd86e5bea5ccaa70618
39,524,exact,1.0,57b576404f0bcaa58ca6fbbbb7dc7b1ab7f524bdc7d182c90113eeb5ef59620b,57b576404f0bcaa58ca6fbbbb7dc7b1ab7f524bdc7d182c90113eeb5ef59620b
40,239,exact,1.0,c97bc4e48ad6695624d2600af76855b388eb8b5e9d922a2571788f6b9df3f9ea,c97bc4e48ad6695624d2600af76855b388eb8b5e9d922a2571788f6b9df3f9ea
41,566,exact,1.0,7e09a92655330b69a5bb483a0ab76b1a2d444e68028b6cfc65c0783b1adddb5a,7e09a92655330b69a5bb483a0ab76b1a2d444e68028b6cfc65c0783b1adddb5a
42,330,exact,1.0,779ad1fafc6091a1579b04459efd5ae09be12f4951107d8af09b81068cea93ac,779ad1fafc6091a1579b04459efd5ae09be12f4951107d8af09b81068cea93ac
43,199,exact,1.0,0d535b7b6c6c1805db837c31184cd9e65d2486606e077686dcf0885369d59d46,0d535b7b6c6c1805db837c31184cd9e65d2486606e077686dcf0885369d59d46
44,38,exact,1.0,7726ba17e32c206dc0245ccf4fb9bd073cbd61dde526a4cefb9c9233e361b4d1,7726ba17e32c206dc0245ccf4fb9bd073cbd61dde526a4cefb9c9233e361b4d1
45,579,exact,1.0,a65497a6fd4c5ccd65a93a478ddd37a39ce7451aa9ede0d9d0c3b74a64340c16,a65497a6fd4c5ccd65a93a478ddd37a39ce7451aa9ede0d9d0c3b74a64340c16
46,60,exact,1.0,b18326e75ddf9d0842c5017d494a4b964e2f2d7cfb049527180f41443b8009bb,b18326e75ddf9d0842c5017d494a4b964e2f2d7cfb049527180f41443b8009bb
47,39,exact,1.0,3106ea00664447e7e200bd44f3ee563f68a6ecce61425ddb862b886f5f099298,3106ea00664447e7e200bd44f3ee563f68a6ecce61425ddb862b886f5f099298
48,222,exact,1.0,490d20c9558ed94a7da4d12c4add54f231b7af000cebe91a1ca2893008e07186,490d20c9558ed94a7da4d12c4add54f231b7af000cebe91a1ca2893008e07186
49,481,exact,1.0,bd6f9cef5de323e5aeeca809a5f707a7893d166941309fc8bc62f091dd7fa76d,bd6f9cef5de323e5aeeca809a5f707a7893d166941309fc8bc62f091dd7fa76d
50,369,exact,1.0,0bf0ea76316a983197e27b4662a12f9cfb2d9a463c06e5e9af07c0a7b7368e4c,0bf0ea76316a983197e27b4662a12f9cfb2d9a463c06e5e9af07c0a7b7368e4c
51,448,exact,1.0,8d20c0305eef72270e3827258afa01247002ec41a55969b48a105f73dc25e6c4,8d20c0305eef72270e3827258afa01247002ec41a55969b48a105f73dc25e6c4
52,591,exact,1.0,20e2a107c5c0d005ca31e1f85b5fa24e5dbeb0a295e50f9e10f3417e178767ca,20e2a107c5c0d005ca31e1f85b5fa24e5dbeb0a295e50f9e10f3417e178767ca
53,449,exact,1.0,4fa4654bcd44cd9e6f9b217ff6f7c66fac46c625bb6f119e8471d9eb2ab24564,4fa4654bcd44cd9e6f9b217ff6f7c66fac46c625bb6f119e8471d9eb2ab24564
54,216,exact,1.0,75b3fb24b6fb61f8bc68dcdd750bbe92e5a8cb0aeed699960ec9d535b4de01fd,75b3fb24b6fb61f8bc68dcdd750bbe92e5a8cb0aeed699960ec9d535b4de01fd
55,183,exact,1.0,dd38cda1c6bfec3f93a12c879289fb7621896864babc32ab7c485540bf9a5903,dd38cda1c6bfec3f93a12c879289fb7621896864babc32ab7c485540bf9a5903
56,301,exact,1.0,686360ad6106514e15b010d539f0524573740aee5d2149ce97712cf6ea2bba0c,686360ad6106514e15b010d539f0524573740aee5d2149ce97712cf6ea2bba0c
57,63,exact,1.0,1faf75dd73fdba58b7190120cf21a9c9d01a87527000b1435f87fad94d6e2b9c,1faf75dd73fdba58b7190120cf21a9c9d01a87527000b1435f87fad94d6e2b9c
58,154,exact,1.0,e551137ac6a8f8af2533d82240801c2c5d556905dff7f824c33b6358072acac8,e551137ac6a8f8af2533d82240801c2c5d556905dff7f824c33b6358072acac8
59,570,exact,1.0,63cf6e5166b764001ea30572842b3143338073ab03cb80af71c9a3f541700e3c,63cf6e5166b764001ea30572842b3143338073ab03cb80af71c9a3f541700e3c
60,16,exact,1.0,1b61ba95c3658049ab066209732e51a1ccc3118aab48b31ec3c5a1631d3085fd,1b61ba95c3658049ab066209732e51a1ccc3118aab48b31ec3c5a1631d3085fd
61,162,exact,1.0,3e004add3fd9646f0db608e71b1dfbb595ad7b985359ad7f3635a1d6e4028140,3e004add3fd9646f0db608e71b1dfbb595ad7b985359ad7f3635a1d6e4028140
62,428,exact,1.0,a95110d0a00d004768bc411eb67722f02c10b9ed939ccce0988a8d996742a286,a95110d0a00d004768bc411eb67722f02c10b9ed939ccce0988a8d996742a286
63,169,exact,1.0,5e571a033b47a5bef394a8a22a2f58405e163680004df3a97c54d9d280708f1e,5e571a033b47a5bef394a8a22a2f58405e163680004df3a97c54d9d280708f1e
64,343,exact,1.0,09a97b979bdbd7addff66fd0ac6c32b3901c5578f876f50aa94a0434e7346800,09a97b979bdbd7addff66fd0ac6c32b3901c5578f876f50aa94a0434e7346800
65,208,exact,1.0,5d04aec1384083caf47796b14f81d7cf9a26dd82a338d72e95cf48e18f648fdd,5d04aec1384083caf47796b14f81d7cf9a26dd82a338d72e95cf48e18f648fdd
66,366,exact,1.0,004c05e9645ff4ae42bf8bc005fc8e58824b6703c3321b92c384b5b7d178ddfc,004c05e9645ff4ae42bf8bc005fc8e58824b6703c3321b92c384b5b7d178ddfc
67,188,exact,1.0,15f0b9cbc903a838f3060242f4836138cc465e01e232fcb46be64c81cf3da1f3,15f0b9cbc903a838f3060242f4836138cc465e01e232fcb46be64c81cf3da1f3
68,414,exact,1.0,609f5c80bd23e837b8c1566e744801a90efef3a223f577198d0f1b21278a1c8f,609f5c80bd23e837b8c1566e744801a90efef3a223f577198d0f1b21278a1c8f
69,274,exact,1.0,b440b687795a3aa79ab1eb8e9feb541addd62d6f11c6dbded67ce43efde710ed,b440b687795a3aa79ab1eb8e9feb541addd62d6f11c6dbded67ce43efde710ed
70,55,exact,1.0,557a4636738f4e1948ec4b0816a485fda697c68982d0b3474d7838c62f75be8a,557a4636738f4e1948ec4b0816a485fda697c68982d0b3474d7838c62f75be8a
71,113,exact,1.0,3cf6fd750a92dbccd473fa88f74d3a87a02f154d7200b3a70878002bd970e48c,3cf6fd750a92dbccd473fa88f74d3a87a02f154d7200b3a70878002bd970e48c
72,269,exact,1.0,dd98b3be0c24e461d39f5981caf4387d0ec68440cc404abc3d245b8ab92eae46,dd98b3be0c24e461d39f5981caf4387d0ec68440cc404abc3d245b8ab92eae46
73,69,exact,1.0,97f057870649bf25d3657de1242082d07e354ceaffeaa0cda79bb032e7c217ab,97f057870649bf25d3657de1242082d07e354ceaffeaa0cda79bb032e7c217ab
74,110,exact,1.0,ceb33b6018e7d6ae334bae1a24eeaf9a65f54e57ea80e2d14d861af56715dac0,ceb33b6018e7d6ae334bae1a24eeaf9a65f54e57ea80e2d14d861af56715dac0
75,296,exact,1.0,0275070e50c0557fe65f8291bfe65ecbe17f46df10c3b52208eecbd9c88250b5,0275070e50c0557fe65f8291bfe65ecbe17f46df10c3b52208eecbd9c88250b5
76,522,exact,1.0,ab4c9aceca053ac9725bfa05c4c153df332811306d136b848d2f54822befdffc,ab4c9aceca053ac9725bfa05c4c153df332811306d136b848d2f54822befdffc
77,491,exact,1.0,8ba4db120991b265339ad3edebfaf35c4cd1daa7ccf80cc8c95a8124331d6e7a,8ba4db120991b265339ad3edebfaf35c4cd1daa7ccf80cc8c95a8124331d6e7a
78,500,exact,1.0,8ffa1d9f2ce132cbded37df29a9297ddf43e532aa07b5379357c6a893b164c7a,8ffa1d9f2ce132cbded37df29a9297ddf43e532aa07b5379357c6a893b164c7a
79,454,exact,1.0,3198d9272bcf60fee65ee46be44072818eea3deda5df82bcabf6ed9dd22dc59c,3198d9272bcf60fee65ee46be44072818eea3deda5df82bcabf6ed9dd22dc59c
80,141,exact,1.0,1e6e7b5a706b937c78c77cdf2c7b2ff3b83a1dc1fb4c0f8bd68e9d2dca5b7cd5,1e6e7b5a706b937c78c77cdf2c7b2ff3b83a1dc1fb4c0f8bd68e9d2dca5b7cd5
81,498,exact,1.0,82a0f725c531bc8b4741ab278a4bb18b4a9388b5d4b69763bce8dee160a25926,82a0f725c531bc8b4741ab278a4bb18b4a9388b5d4b69763bce8dee160a25926
82,129,exact,1.0,31e080486ebae7ec97d7c53c74ba484a2d8511612ffaa8c585098e1ebe2ce2c1,31e080486ebae7ec97d7c53c74ba484a2d8511612ffaa8c585098e1ebe2ce2c1
83,93,exact,1.0,8cdaa8d07964fada8f4556823a7e4f707808821c83180c6fdff956e410a5ca96,8cdaa8d07964fada8f4556823a7e4f707808821c83180c6fdff956e410a5ca96
84,289,exact,1.0,6e4238a6d5de7c41c47d5c62c02dcba0fe311c88adb07e502a7e12f7c855beeb,6e4238a6d5de7c41c47d5c62c02dcba0fe311c88adb07e502a7e12f7c855beeb
85,311,exact,1.0,aab494210063733e81241b29a0f61ef5b6f1a3483d3be88f3b3660b89f3ca01e,aab494210063733e81241b29a0f61ef5b6f1a3483d3be88f3b3660b89f3ca01e
86,81,exact,1.0,3910b9c35d6c5f887c37bf520700b550b2c85fb5f13ac44bba84b302bdfe7e4a,3910b9c35d6c5f887c37bf520700b550b2c85fb5f13ac44bba84b302bdfe7e4a
87,250,exact,1.0,5d939895187f0b6a7a85e5c7322c13386af547f2dbac64b56b4febf14de52e78,5d939895187f0b6a7a85e5c7322c13386af547f2dbac64b56b4febf14de52e78
88,397,exact,1.0,d345a2588843cbe62f7aee5202863e853e1a99dbbb316e868b8dc95e33ac4201,d345a2588843cbe62f7aee5202863e853e1a99dbbb316e868b8dc95e33ac4201
89,204,exact,1.0,8d683b691beb15b881154279d1bf952b214575271e025776c4054bcd39017fef,8d683b691beb15b881154279d1bf952b214575271e025776c4054bcd39017fef
90,97,exact,1.0,ecc7892e2a800b4743f3c41263235805ba138f3b25963f7620dae500524b5016,ecc7892e2a800b4743f3c41263235805ba138f3b25963f7620dae500524b5016
91,260,exact,1.0,66bc1de08ab0a0bc45623fc2cfe0d951a3c66bf97c882b23adf729ce1730ff7e,66bc1de08ab0a0bc45623fc2cfe0d951a3c66bf97c882b23adf729ce1730ff7e
92,3,exact,1.0,6480ec2c77435e23787e2a8661947112b8753cdef37729e00c070c663da2fa96,6480ec2c77435e23787e2a8661947112b8753cdef37729e00c070c663da2fa96
93,278,exact,1.0,0d938ad8c988d63aab785a0dd3de9053b398b8e6b6d3365b17545c2a4236dbbb,0d938ad8c988d63aab785a0dd3de9053b398b8e6b6d3365b17545c2a4236dbbb
94,460,exact,1.0,315278c7e657fc4022d2264b40af702024f33f6b663d109e7ba2db442612a24d,315278c7e657fc4022d2264b40af702024f33f6b663d109e7ba2db442612a24d
95,409,exact,1.0,29d639802d8220b930b712e03ce658b94d16c85d1cf4459e0c41a04fddb2f480,29d639802d8220b930b712e03ce658b94d16c85d1cf4459e0c41a04fddb2f480
96,346,exact,1.0,6ab064c43143c1965f342cadb906c7de789b9c48450ce02cfa5d5fd978210bfb,6ab064c43143c1965f342cadb906c7de789b9c48450ce02cfa5d5fd978210bfb
97,453,exact,1.0,f054f117690db8d802b0e769edc5a058ef08949527a389bf1ca56185ad5bd731,f054f117690db8d802b0e769edc5a058ef08949527a389bf1ca56185ad5bd731
98,19,exact,1.0,3a22c668ab2637c691a5dfaaac4dc9f46aeca740fb62064a419fdc6c7a4df19b,3a22c668ab2637c691a5dfaaac4dc9f46aeca740fb62064a419fdc6c7a4df19b
99,119,exact,1.0,da7d356323fff5da037ada10660eba98373b39b7d9adc68474b5e47b3b57a143,da7d356323fff5da037ada10660eba98373b39b7d9adc68474b5e47b3b57a143
100,476,exact,1.0,4d170cc71c33c83cf2ff919cef866471fa81a4ad52447cf037b0b4bfadb1bc47,4d170cc71c33c83cf2ff919cef866471fa81a4ad52447cf037b0b4bfadb1bc47
101,21,exact,1.0,7ccb3d5d7e50d33b72d52deb25c86ea370d64b4e1afd1df29ba9ab3e6d40d866,7ccb3d5d7e50d33b72d52deb25c86ea370d64b4e1afd1df29ba9ab3e6d40d866
102,17,exact,1.0,0152d39bd42f175296e542577d3f868de1664464c2cab2246d744addc434da21,0152d39bd42f175296e542577d3f868de1664464c2cab2246d744addc434da21
103,233,exact,1.0,7cb7a459d5b57134f49eb23a0d82da749aa711a041db5ee8b6d55c234e99f38a,7cb7a459d5b57134f49eb23a0d82da749aa711a041db5ee8b6d55c234e99f38a
104,14,exact,1.0,14a8cb115204c6520341432332401d4e6eff209c84d37d8db3b7b96fb5b463a8,14a8cb115204c6520341432332401d4e6eff209c84d37d8db3b7b96fb5b463a8
105,432,exact,1.0,4d9be32825585563e61b98c28066fd9144e49f4665a144e9ca759d30f6b9a467,4d9be32825585563e61b98c28066fd9144e49f4665a144e9ca759d30f6b9a467
106,236,exact,1.0,94b7a4d133005b17437c6a092c395b50d00c8d533a0f490c21c5bd83be32c558,94b7a4d133005b17437c6a092c395b50d00c8d533a0f490c21c5bd83be32c558
107,444,exact,1.0,d0abc74ec20a2c12935379e20ae67ae7a9a435e930adc73508a4ed965ace7478,d0abc74ec20a2c12935379e20ae67ae7a9a435e930adc73508a4ed965ace7478
108,495,exact,1.0,cd52ff4af0b526ab5193f814381f297b7c68e3954cfa4986d2cecb3c7354df2f,cd52ff4af0b526ab5193f814381f297b7c68e3954cfa4986d2cecb3c7354df2f
109,144,exact,1.0,8173c9432f8a73f583950c09f3fa28b6c952ef30f13ff78c9d7034f9842030db,8173c9432f8a73f583950c09f3fa28b6c952ef30f13ff78c9d7034f9842030db
110,335,exact,1.0,a8adc2f6e8c3afa06ce281e584383335f496507e329d566820e4e82a36bed8a7,a8adc2f6e8c3afa06ce281e584383335f496507e329d566820e4e82a36bed8a7
111,74,exact,1.0,1214c112878ea812c7ca7d5e21245dbb4bbb6cc34718b08410c07c0bba5865ad,1214c112878ea812c7ca7d5e21245dbb4bbb6cc34718b08410c07c0bba5865ad
112,405,exact,1.0,064a12513636d2810809ce54e55e23ec7c70303c5fd6a06e398346fd061ead74,064a12513636d2810809ce54e55e23ec7c70303c5fd6a06e398346fd061ead74
113,543,exact,1.0,c0d130cc7d2858d6fd980d600ee0a32e6b502a474f2719d1cec95c7b405f8d53,c0d130cc7d2858d6fd980d600ee0a32e6b502a474f2719d1cec95c7b405f8d53
114,555,exact,1.0,35ec48d0c839b0bae929c30d298aa75954aa78fc2f4c8cded9cb5eb1ed29f9be,35ec48d0c839b0bae929c30d298aa75954aa78fc2f4c8cded9cb5eb1ed29f9be
115,332,exact,1.0,b8520f747584bcdb11d0a96bfb20298738094013085f2e1550e42c008cbec1f7,b8520f747584bcdb11d0a96bfb20298738094013085f2e1550e42c008cbec1f7
116,505,exact,1.0,095461273c418e0b0cce0d593dbd90b35abd7fbf8fb91b8538d992e039c8e321,095461273c418e0b0cce0d593dbd90b35abd7fbf8fb91b8538d992e039c8e321
117,509,exact,1.0,cf46653a6e9263a096ebd966cb5469198587eb95e96b6176349d8b74a7c5d64b,cf46653a6e9263a096ebd966cb5469198587eb95e96b6176349d8b74a7c5d64b
118,73,exact,1.0,b0ecc33ff59f6b69604732414a5ef32c370ceee84db732d4459ccf02c76874f5,b0ecc33ff59f6b69604732414a5ef32c370ceee84db732d4459ccf02c76874f5
119,184,exact,1.0,22ff3e5a83016cfe7ae22b7ce0028d831e800180f1766884afce970dcf4e7085,22ff3e5a83016cfe7ae22b7ce0028d831e800180f1766884afce970dcf4e7085
120,34,exact,1.0,464075b06ee62c30073abfe8dd8c580e9f44d0150e180a449d352c0586368809,464075b06ee62c30073abfe8dd8c580e9f44d0150e180a449d352c0586368809
121,327,exact,1.0,e6b3fef0b6756bb1d05105f9fcb8d2aa17c432d55d20be00a683699c981d564c,e6b3fef0b6756bb1d05105f9fcb8d2aa17c432d55d20be00a683699c981d564c
122,569,exact,1.0,9d1908edf2eb6b12af4da7c1e84baa3ad8866ec91ec93e9715bf57b3b64ef9da,9d1908edf2eb6b12af4da7c1e84baa3ad8866ec91ec93e9715bf57b3b64ef9da
123,372,exact,1.0,3fa395b36eba5cccdac27653087d63196097e436d36433acee8d7a82610b7af7,3fa395b36eba5cccdac27653087d63196097e436d36433acee8d7a82610b7af7
124,484,exact,1.0,78b38db36807862eb531849e66a53282717440acbc296ef3c57effdca32638da,78b38db36807862eb531849e66a53282717440acbc296ef3c57effdca32638da
125,420,exact,1.0,c1ed2031cbc5fc7aa245f1cbd07bf6b0482d04985df6edb733a1d970f44a6783,c1ed2031cbc5fc7aa245f1cbd07bf6b0482d04985df6edb733a1d970f44a6783
126,121,exact,1.0,18f7ce68caf2e622978dadb031e6d9b3c756e3ccb6a7ea045e944ff22ec9d84e,18f7ce68caf2e622978dadb031e6d9b3c756e3ccb6a7ea045e944ff22ec9d84e
127,206,exact,1.0,33c05c50b3bbaf8a3dc6fd7d6c718ea45a9ef82f8adcc37221c133e29b7b1ff6,33c05c50b3bbaf8a3dc6fd7d6c718ea45a9ef82f8adcc37221c133e29b7b1ff6
128,345,exact,1.0,29577ec98208bddf5537b13e2c64e6ec41ad430c746b21edf2f93f4c5d45ccc8,29577ec98208bddf5537b13e2c64e6ec41ad430c746b21edf2f93f4c5d45ccc8
129,361,exact,1.0,cf1fb4b59840a4ed5dadfc1cd76a6e52f442a5a79fd30172fabe8b7793916106,cf1fb4b59840a4ed5dadfc1cd76a6e52f442a5a79fd30172fabe8b7793916106
130,507,exact,1.0,6bc5c0b08599d854047ea059e2de19fd7c25d85ebf0363ff344f315dbb11fb39,6bc5c0b08599d854047ea059e2de19fd7c25d85ebf0363ff344f315dbb11fb39
131,291,exact,1.0,6cc70835ebcc7f5b631bfc449b3e4389cb71205937cde57ba54ae1d84a662be4,6cc70835ebcc7f5b631bfc449b3e4389cb71205937cde57ba54ae1d84a662be4
132,549,exact,1.0,2aab5f39c7ff6ff48d2f7edb125eb6b590c86b3f39b3b7ab697c44c659168db7,2aab5f39c7ff6ff48d2f7edb125eb6b590c86b3f39b3b7ab697c44c659168db7
133,374,exact,1.0,bb7e529bfef96c3cb8019dc66a93de23392993171ebc50b5d0d9c1264897145f,bb7e529bfef96c3cb8019dc66a93de23392993171ebc50b5d0d9c1264897145f
134,348,exact,1.0,095f6b0335b64a25a138c4c38a54eaa21ad91eb9ea34cc4c9993d3356199b9fe,095f6b0335b64a25a138c4c38a54eaa21ad91eb9ea34cc4c9993d3356199b9fe
135,516,exact,1.0,f9ee4ac569f572b96a7fe205e01edbcb0e73c87ce83255e049abe9d20049fde3,f9ee4ac569f572b96a7fe205e01edbcb0e73c87ce83255e049abe9d20049fde3
136,2,exact,1.0,bc974d866d508dfb7060b9d63e00e45bb52ea0dd50093145e49f90a92b172b1f,bc974d866d508dfb7060b9d63e00e45bb52ea0dd50093145e49f90a92b172b1f
137,584,exact,1.0,f943a6d6f1adbe12f9afb07076e0a2c64532ce4a71d89484f078d580ab01d1b2,f943a6d6f1adbe12f9afb07076e0a2c64532ce4a71d89484f078d580ab01d1b2
138,521,exact,1.0,4a2066c66d389ed4945e10410b2d3a7f99712f0f93a62fb138f74913d9842431,4a2066c66d389ed4945e10410b2d3a7f99712f0f93a62fb138f74913d9842431
139,61,exact,1.0,5bef043431203287c687738ed35ad31e8a7337c4df3440efab2dfcbcb0810ff2,5bef043431203287c687738ed35ad31e8a7337c4df3440efab2dfcbcb0810ff2
140,126,exact,1.0,18860b61cf55cc86a613f47851a8231f42d9bfc054ebe95fe3275cf1b44d9865,18860b61cf55cc86a613f47851a8231f42d9bfc054ebe95fe3275cf1b44d9865
141,546,exact,1.0,82d75dafd0bd062709f9977d0fbfedc16a116c380589022597d6343474641cfd,82d75dafd0bd062709f9977d0fbfedc16a116c380589022597d6343474641cfd
142,174,exact,1.0,8cb08ec1fb48c40b810ab26b0a5e246ca975afe08b6448dea09956d51096887e,8cb08ec1fb48c40b810ab26b0a5e246ca975afe08b6448dea09956d51096887e
143,378,exact,1.0,1e327694c2f0e6946b0874e147fd34170188bcbd02abc492889698a5cd5a95fd,1e327694c2f0e6946b0874e147fd34170188bcbd02abc492889698a5cd5a95fd
