txt_index,hf_index,match_method,match_score,txt_source_sha256,hf_source_sha256
72,494,exact,1.0,d574707b592dfbe2132b404033170d5ff7d2970ec028e09579413640d026b948,d574707b592dfbe2132b404033170d5ff7d2970ec028e09579413640d026b948
73,571,exact,1.0,995945eb0987f970647c6e30cda5e48ba4bb5ce4637081aa76a53952a62b4884,995945eb0987f970647c6e30cda5e48ba4bb5ce4637081aa76a53952a62b4884
74,524,exact,1.0,36a7aa53f457621c3ce1e7ba694a04ae720242eb20296436283745dc587d9ae3,36a7aa53f457621c3ce1e7ba694a04ae720242eb20296436283745dc587d9ae3
75,133,exact,1.0,16ebf5784bb6167f2b822fa5066a72f19a2319ef4ee85ca02bcb39eaf2bcf17b,16ebf5784bb6167f2b822fa5066a72f19a2319ef4ee85ca02bcb39eaf2bcf17b
76,130,exact,1.0,5cb2368c5b9525bde1f6a4c90f35e0e9a8309405c6fc9024d9cc2e2bfce3cb00,5cb2368c5b9525bde1f6a4c90f35e0e9a8309405c6fc9024d9cc2e2bfce3cb00
77,239,exact,1.0,b3b89193c4b1c3711937a07d06401b5002ea0cdae50113c239d40766e9092f06,b3b89193c4b1c3711937a07d06401b5002ea0cdae50113c239d40766e9092f06
78,424,exact,1.0,8ac67c2cbd42c9040ba545e466f064ca7d2ee9a47efe4fccfe372801ad801896,8ac67c2cbd42c9040ba545e466f064ca7d2ee9a47efe4fccfe372801ad801896
79,45,exact,1.0,045abf7c8ee4a229df0aa3311c6c91fa5a3302c063b49412339e865e4e2cb612,045abf7c8ee4a229df0aa3311c6c91fa5a3302c063b49412339e865e4e2cb612
80,408,exact,1.0,b95d1f11ac5f2674902aea7aa20cdf38108669c384fad749255e5aa2a7e0f525,b95d1f11ac5f2674902aea7aa20cdf38108669c384fad749255e5aa2a7e0f525
81,473,exact,1.0,b62992ab950876934f233d2b0c33bbd604689062158c7e6d5c256791295b1fbd,b62992ab950876934f233d2b0c33bbd604689062158c7e6d5c256791295b1fbd
82,300,exact,1.0,957d6c028a3aa753a861100f462b39e6de582fff9e465a0f683a2827ce42e055,957d6c028a3aa753a861100f462b39e6de582fff9e465a0f683a2827ce42e055
83,207,exact,1.0,07bbae3f578d09c0d5055c5d699bba7f83c6a363ce767bbcf6aac16599348aa6,07bbae3f578d09c0d5055c5d699bba7f83c6a363ce767bbcf6aac16599348aa6
84,526,exact,1.0,0ed62f76cb6e35df064676c7e3db374459c98a0823aad5dfc39ff08b364add2b,0ed62f76cb6e35df064676c7e3db374459c98a0823aad5dfc39ff08b364add2b
85,258,exact,1.0,948401ce7b5c3c052e1d393119816f990b7b289b184528b36f4c550715f7f659,948401ce7b5c3c052e1d393119816f990b7b289b184528b36f4c550715f7f659
86,553,exact,1.0,742039b096b12fc481047b242df45902433d145d22be1d727b04ac4939eb7578,742039b096b12fc481047b242df45902433d145d22be1d727b04ac4939eb7578
87,296,exact,1.0,9da329f09a5fb892fdb78d4515c34e4aaac53ae0ecff6a256641545e1165f228,9da329f09a5fb892fdb78d4515c34e4aaac53ae0ecff6a256641545e1165f228
88,92,exact,1.0,f7da7867f714d7030283de6f19ee4e35f5bcdf373c41bd25b39e290dfead9b59,f7da7867f714d7030283de6f19ee4e35f5bcdf373c41bd25b39e290dfead9b59
89,210,exact,1.0,643b9ad10165b655177279941b73d6401d4893377eeada99ba3ecb1b4043c4f0,643b9ad10165b655177279941b73d6401d4893377eeada99ba3ecb1b4043c4f0
90,506,exact,1.0,360c26368e42d0738fb9deb7fe51e3fdf724dfc0f4de7b0f8c7c1ad565d53790,360c26368e42d0738fb9deb7fe51e3fdf724dfc0f4de7b0f8c7c1ad565d53790
91,240,exact,1.0,e8f582b47ae909672f72148203e06043b49022d9fdb9e80fe845d2dc262f35e7,e8f582b47ae909672f72148203e06043b49022d9fdb9e80fe845d2dc262f35e7
92,493,exact,1.0,21d65785f81dcacafe9e2725fd77aeb5353bcff89f288b2e610ac6aac26bdf68,21d65785f81dcacafe9e2725fd77aeb5353bcff89f288b2e610ac6aac26bdf68
93,129,exact,1.0,5e6a643e0d3307b941c2b2fa56888e592a2143c67724042e64abd4cea3c20476,5e6a643e0d3307b941c2b2fa56888e592a2143c67724042e64abd4cea3c20476
94,480,exact,1.0,57332abf29f3b2b589c86d95984cb6c9ae87453be5d0cada6b83608f9daedaf7,57332abf29f3b2b589c86d95984cb6c9ae87453be5d0cada6b83608f9daedaf7
95,565,exact,1.0,c1dd845fbd512c41a59d12c0bda017936aff321ed3b17778986f7f85a006634b,c1dd845fbd512c41a59d12c0bda017936aff321ed3b17778986f7f85a006634b
96,137,exact,1.0,aca2d1196563444f5e75fdcb78c0bb63a285c921e899300009831b5b3bb890b3,aca2d1196563444f5e75fdcb78c0bb63a285c921e899300009831b5b3bb890b3
97,336,exact,1.0,45026dea4092982c9e5f2da058a6f1414661a6f028a4ee2b0a40fe15e66aea24,45026dea4092982c9e5f2da058a6f1414661a6f028a4ee2b0a40fe15e66aea24
98,176,exact,1.0,36173d9536fcbc1ef64cdc97c33f4337f9581a6286b84b0dadf6801a8bc89cd6,36173d9536fcbc1ef64cdc97c33f4337f9581a6286b84b0dadf6801a8bc89cd6
99,184,exact,1.0,3c4383e5d613fc7c7c565d677d9ce5bd1cfdf37049d26399e95c50bc2576fad1,3c4383e5d613fc7c7c565d677d9ce5bd1cfdf37049d26399e95c50bc2576fad1
100,344,exact,1.0,4ceaee7d7341e321370bbf732ad5ba0df1c789e349fba72c59f878992f7a7eab,4ceaee7d7341e321370bbf732ad5ba0df1c789e349fba72c59f878992f7a7eab
101,369,exact,1.0,af4574bfeb17708bdc48c01077f2e6553dbc6da242b219f475c67dd95acba8d0,af4574bfeb17708bdc48c01077f2e6553dbc6da242b219f475c67dd95acba8d0
102,220,exact,1.0,df589e1d8da0d53b53ff5def534b3428fceda145811a0d2a45c966b42ea22205,df589e1d8da0d53b53ff5def534b3428fceda145811a0d2a45c966b42ea22205
103,422,exact,1.0,874f96dd4cf9675ad2884f9786f3810656a3fa6241950755479f1d1c2c4002e0,874f96dd4cf9675ad2884f9786f3810656a3fa6241950755479f1d1c2c4002e0
104,256,exact,1.0,bc4a51e45d7ef7c284c00ea775c639bcd3adfd246854a0f79f1e91ce400b8742,bc4a51e45d7ef7c284c00ea775c639bcd3adfd246854a0f79f1e91ce400b8742
105,94,exact,1.0,7b21a9fbe8d2ce55235dc85bc10d07114825ba9cf847eadf970a8a4ee017881f,7b21a9fbe8d2ce55235dc85bc10d07114825ba9cf847eadf970a8a4ee017881f
106,420,exact,1.0,80feee629fa13e5deee95089c7af20b1ab47abac8ceaba6083abbdaefb82fd31,80feee629fa13e5deee95089c7af20b1ab47abac8ceaba6083abbdaefb82fd31
107,414,exact,1.0,5df2a7cc6307a64b1d44548a2c7e43078fab47d12214a39aede124de50ccde28,5df2a7cc6307a64b1d44548a2c7e43078fab47d12214a39aede124de50ccde28
108,572,exact,1.0,ba4e845764eb71b015360ec8e8cb9ae8989bc389396db6a3e1448cb3b26fc4b7,ba4e845764eb71b015360ec8e8cb9ae8989bc389396db6a3e1448cb3b26fc4b7
109,382,exact,1.0,89bb51e2236fdcc6587d4b976227019edcd2bbaebdb03f3dc7cc1aa2c2c2c051,89bb51e2236fdcc6587d4b976227019edcd2bbaebdb03f3dc7cc1aa2c2c2c051
110,498,exact,1.0,4d49509e63b00ec3b907a76c66fac404df731743b4111e277033b195c55c8b47,4d49509e63b00ec3b907a76c66fac404df731743b4111e277033b195c55c8b47
111,411,exact,1.0,16ea3f37882ca3aaccb9e5a51cc990e04c67dbe05b465bd2e21c9683bd296edd,16ea3f37882ca3aaccb9e5a51cc990e04c67dbe05b465bd2e21c9683bd296edd
112,149,exact,1.0,f6b74469b0973b624a34b10c996d0c4d9dd2147e28ec59c9abc7148963d21353,f6b74469b0973b624a34b10c996d0c4d9dd2147e28ec59c9abc7148963d21353
113,573,exact,1.0,26d013a1f041c895407cf144e04bad801cd6814c40f288bb65b9396a17026616,26d013a1f041c895407cf144e04bad801cd6814c40f288bb65b9396a17026616
114,366,exact,1.0,a128caec34a2ae0a7cf8ad71133e7f1f87600c39a0c89a823097aec107ff0d83,a128caec34a2ae0a7cf8ad71133e7f1f87600c39a0c89a823097aec107ff0d83
115,85,exact,1.0,2696e6ee419e20a739590d0d28937044a35a5374ac6af7f7c7b148bfd6bf0d43,2696e6ee419e20a739590d0d28937044a35a5374ac6af7f7c7b148bfd6bf0d43
116,211,exact,1.0,186d95505bdc5a24f6384a92b7814f685e19ce81f1c1ba4ab723bf8ba1c7d26f,186d95505bdc5a24f6384a92b7814f685e19ce81f1c1ba4ab723bf8ba1c7d26f
117,437,exact,1.0,23488fdd17d98b997d1f961133f8af61c0605149a75ce085ea966afa0f6b5399,23488fdd17d98b997d1f961133f8af61c0605149a75ce085ea966afa0f6b5399
118,24,exact,1.0,03e268cc8370acef590ad616a672dc3cdc84a4d26f135d5dfed97483e3b1dff3,03e268cc8370acef590ad616a672dc3cdc84a4d26f135d5dfed97483e3b1dff3
119,438,exact,1.0,4c18e03fda0ef990ebad4eeb6369aa12db8409a893d2f0bcfe612074a76f61bb,4c18e03fda0ef990ebad4eeb6369aa12db8409a893d2f0bcfe612074a76f61bb
120,14,exact,1.0,462bb3677e7d74b8bc491fa4fbad4ee661ae316bf4d6e8653a7105aa53d5b78e,462bb3677e7d74b8bc491fa4fbad4ee661ae316bf4d6e8653a7105aa53d5b78e
121,486,exact,1.0,c3127fc862b6d4b46d976483bd7059978d37d80cad4f4af66a96d277018a77c2,c3127fc862b6d4b46d976483bd7059978d37d80cad4f4af66a96d277018a77c2
122,495,exact,1.0,40e47433c636e34a9113c0f5de8822cc69796c09cb3e135d3c0dac25fe95b09c,40e47433c636e34a9113c0f5de8822cc69796c09cb3e135d3c0dac25fe95b09c
123,511,exact,1.0,a89c57d00452f4f6cf46b1556d4dd0d1a7f44280ac104584f0d3982d2f73ed5e,a89c57d00452f4f6cf46b1556d4dd0d1a7f44280ac104584f0d3982d2f73ed5e
124,497,exact,1.0,fb29450a59a4de599bf00fc5042e08dd3a68d088a12c66bf671df6c863e99831,fb29450a59a4de599bf00fc5042e08dd3a68d088a12c66bf671df6c863e99831
125,226,exact,1.0,c651075340b11e0bf586fb0f8c06e086b5c9d78412f8739dab9792c4e3ec5e22,c651075340b11e0bf586fb0f8c06e086b5c9d78412f8739dab9792c4e3ec5e22
126,218,exact,1.0,5a6c89bf5a89b67817c7705422bf176a2681058ddaba2213d68d740fba66e548,5a6c89bf5a89b67817c7705422bf176a2681058ddaba2213d68d740fba66e548
127,262,exact,1.0,1391bcc4132b5543715e7bdbab82fca320e0cf5b38ee0d579fb8f758d8ba94cc,1391bcc4132b5543715e7bdbab82fca320e0cf5b38ee0d579fb8f758d8ba94cc
128,15,exact,1.0,91135e23b797bf3e2a60377466b02811c6e2af1721307d10647effa622ae8e35,91135e23b797bf3e2a60377466b02811c6e2af1721307d10647effa622ae8e35
129,298,exact,1.0,f348dad76668bce0c1e91e34b1247eceac68f9a5cbfed879da8bb53c3575fbff,f348dad76668bce0c1e91e34b1247eceac68f9a5cbfed879da8bb53c3575fbff
130,99,exact,1.0,27d50740a78c7f6e6b32927a9022206431d56d4ab06ac9e889aa65ee6d30260f,27d50740a78c7f6e6b32927a9022206431d56d4ab06ac9e889aa65ee6d30260f
131,60,exact,1.0,2fcdde409599d4567c99f6fdda68ef93f515cf948b30c7c49d52cea0a0b400f0,2fcdde409599d4567c99f6fdda68ef93f515cf948b30c7c49d52cea0a0b400f0
132,400,exact,1.0,4bf2f2da198f35aa7b50a90ac2b1e8b9dcdc76440d235daa2394d25cd45b9464,4bf2f2da198f35aa7b50a90ac2b1e8b9dcdc76440d235daa2394d25cd45b9464
133,104,exact,1.0,bf4eede509fad3aa172ed66b98159fe4db168a639ddb3d1a2e2a3b1a872f7ad7,bf4eede509fad3aa172ed66b98159fe4db168a639ddb3d1a2e2a3b1a872f7ad7
134,453,exact,1.0,4df30cee013f44657b1d3fd702a7b1e07c2c22c03deb1bcefdd0f7bdd1617c14,4df30cee013f44657b1d3fd702a7b1e07c2c22c03deb1bcefdd0f7bdd1617c14
135,36,exact,1.0,66ebcd87abecc7b722d89d8dbccaa15d25fabc3f4e29854f587cfc3b6e407161,66ebcd87abecc7b722d89d8dbccaa15d25fabc3f4e29854f587cfc3b6e407161
136,212,exact,1.0,a37e56c794e02df2dd3ff9524b24c814721365a47ed73b5804d84612d7fdce50,a37e56c794e02df2dd3ff9524b24c814721365a47ed73b5804d84612d7fdce50
137,138,exact,1.0,0114e1c96fe5847c2187137bd26e58f398af7c57a56427f3f663363e78bd9afb,0114e1c96fe5847c2187137bd26e58f398af7c57a56427f3f663363e78bd9afb
138,431,exact,1.0,978d978699450ab2f9c6c7b1d641baec78be9369a06140e112841fb4fc53c983,978d978699450ab2f9c6c7b1d641baec78be9369a06140e112841fb4fc53c983
139,416,exact,1.0,724e7d4b0a60d22ec8881f004c4cd7ed59130a8de71890e780fb7fea94bf2ab0,724e7d4b0a60d22ec8881f004c4cd7ed59130a8de71890e780fb7fea94bf2ab0
140,448,exact,1.0,be812009550e53f393ce23e4134d58ab9c9edb9e438fd11f339c4579f279ef8e,be812009550e53f393ce23e4134d58ab9c9edb9e438fd11f339c4579f279ef8e
141,574,exact,1.0,7edfc64dc4bc78b8b8a7605174b3fc049f284448106900255f62fab29346a9df,7edfc64dc4bc78b8b8a7605174b3fc049f284448106900255f62fab29346a9df
142,556,exact,1.0,c1d65755c6af877d3ad27b455bfc216ae903213e71f3f7beea6d1345620e8787,c1d65755c6af877d3ad27b455bfc216ae903213e71f3f7beea6d1345620e8787
143,312,exact,1.0,e593bfda64a4652f2d8f037323f29929b51893e16af1da94aa8dc6131525ed85,e593bfda64a4652f2d8f037323f29929b51893e16af1da94aa8dc6131525ed85
